token	lemma	POS	morph	treated
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=n	gent
dient	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	dient
pour	por2	PRE	MORPH=empty	pour
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=i	coi
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
farz	fart	VERcjg	MODE=ind|PERS.=1|NOMB.=p	farz
chanz	champ	NOMcom	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	chanz
		PONfbl	MORPH=empty	
pluz	plus	ADVgen	DEGRE=c	pluz
legiers	legier2	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	legiers
et	et	CONcoo	MORPH=empty	et
meilleurs	meillor	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=c	meilleurs
a	a3	PRE	MORPH=empty	a
retenir	retenir	VERinf	MORPH=empty	retenir
maiz	mais1	CONcoo	NOMB.=p|GENRE=m|CAS=r|DEGRE=c	maiz
ne	ne1	ADVneg	MORPH=empty	ne
sevent	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sevent
qu	que4	CONsub	MORPH=empty	qu
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
sentir	sentir	VERinf	MORPH=empty	sentir
quar	car	CONcoo	MORPH=empty	quar
de	de	PRE	MORPH=empty	de
celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	celui
u	où	PROrel	NOMB.=s|GENRE=n|CAS=i	u
l	le	DETdef	NOMB.=s|GENRE=f|CAS=n	l
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
pluz	plus	ADVgen	DEGRE=-	pluz
granz	grant	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	granz
		PONfbl	MORPH=empty	
conuient	conoistre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	conuient
mouvoir	movoir	VERinf	MORPH=empty	mouvoir
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
chanz	champ	NOMcom	NOMB.=p|GENRE=m|CAS=r	chanz
fors	fort	ADVgen	DEGRE=p	fors
et	et	CONcoo	MORPH=empty	et
pesans	pesant	NOMcom	NOMB.=p|GENRE=m|CAS=n	pesans
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
mainz	maint	DETind	NOMB.=p|GENRE=f	mainz
ame	ame	NOMcom	NOMB.=s|GENRE=f|CAS=r	ame
de	de	PRE	MORPH=empty	de
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	lui
conuient	conoistre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	conuient
venir	venir	VERinf	MORPH=empty	venir
		PONfbl	MORPH=empty	
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
febles	feble	ADJqua	NOMB.=p|GENRE=m|CAS=r	febles
chanz	champ	NOMcom	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	chanz
que	que4	PROrel	NOMB.=p|CAS=r	que
chascuns	chascun	PROind	NOMB.=s|GENRE=m|CAS=n	chascuns
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
furnir	fornir	VERinf	MORPH=empty	furnir
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
ne	ne1	ADVneg	MORPH=empty	ne
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	set
demant	demander	VERcjg	MODE=ind|NOMB.=s	demant
le	le	PROper	NOMB.=s|GENRE=m|CAS=r	le
as	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	as
fins	fin1	NOMcom	NOMB.=p|GENRE=m|CAS=r	fins
amanśs	amant	ADJqua	NOMB.=s|GENRE=f|CAS=n	amanśs
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
si	si	ADVgen	DEGRE=-	si
vertveuse	verveil1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	vertveuse
et	et	CONcoo	MORPH=empty	et
poissanz	poissant	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	poissanz
Tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n	Tuit
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n	cil
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sunt
devroient	devoir	VERcjg	MODE=con|PERS.=3|NOMB.=p	devroient
obeir	obëir	VERinf	MORPH=empty	obeir
afine	afiner1	NOMcom	TEMPS=pst|NOMB.=s|GENRE=f|CAS=r	afine
amour	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amour
com	come1	CONsub	MORPH=empty	com
en	en2	PROadv	MORPH=empty	en
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
pluz	plus	ADVgen	DEGRE=c	pluz
vaillant	vaillant	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	vaillant
larges	large	ADJqua	NOMB.=p|GENRE=f|CAS=n|DEGRE=p	larges
courtois	cortois	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	courtois
sages	sage	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	sages
et	et	CONcoo	MORPH=empty	et
entendans	entendre	VERppa	NOMB.=p|GENRE=m|CAS=n	entendans
quar	car	CONcoo	MORPH=empty	quar
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=n	nule
rienz	rien	NOMcom	NOMB.=s|GENRE=f|CAS=n	rienz
ne	ne1	ADVneg	MORPH=empty	ne
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
d	de	PRE	MORPH=empty	d
amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amors
venir	venir	VERinf	MORPH=empty	venir
		PONfbl	MORPH=empty	
qu	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	bon
pour	por2	PRE	MORPH=empty	pour
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
siecle	siecle	NOMcom	NOMB.=s|GENRE=m|CAS=r	siecle
tenir	tenir1	VERinf	MORPH=empty	tenir
maiz	mais1	CONcoo	MORPH=empty	maiz
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
tant	tant	ADVgen	CAS=n|DEGRE=-	tant
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
felons	felon	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	felons
mesdisanz	masidüisme	NOMcom	NOMB.=p|GENRE=m|CAS=r	mesdisanz
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
guerroient	guerroiier2	VERcjg	MODE=ind|PERS.=3|NOMB.=p	guerroient
amours	amor	NOMcom	NOMB.=p|GENRE=f|CAS=r	amours
et	et	CONcoo	MORPH=empty	et
ses	son4	ADVgen.PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ses
a	a3	PRE	NOMB.=s	a
amanz	amen	NOMcom	NOMB.=p|GENRE=m|CAS=r	amanz
si	si	ADVgen	DEGRE=-	si
que	que4	CONsub	MORPH=empty	que
vers	vers2	PRE	MORPH=empty	vers
eus	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	eus
ne	ne1	ADVneg	MORPH=empty	ne
poom	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p	poom
mais	mais1	ADVgen	MORPH=empty	mais
guerir	garir	VERinf	MORPH=empty	guerir
celeement	celeement	ADVgen	NOMB.=s	celeement
nous	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i	nous
convendra	covenir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	convendra
seruir	servir	VERinf	MORPH=empty	seruir
mout	mout	ADVgen	DEGRE=-	mout
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
iriez	irier	VERppe	NOMB.=s|GENRE=m|CAS=n	iriez
entrepris	entreprendre	VERppe	NOMB.=s|GENRE=m|CAS=n	entrepris
et	et	CONcoo	MORPH=empty	et
dolanz	dolent	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	dolanz
desoremaiz	desorer	VERppe	NOMB.=s|GENRE=m|CAS=n	desoremaiz
ne	ne1	ADVneg	MORPH=empty	ne
ferai	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	ferai
fors	fors1	ADVgen	DEGRE=-	fors
languir	langir	VERinf	MORPH=empty	languir
quant	cant1	CONsub	MORPH=empty	quant
n	ne1	ADVneg	MORPH=empty	n
oserai	oser	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	oserai
ne	ne2	CONcoo	MORPH=empty	ne
aler	aler	VERinf	MORPH=empty	aler
ne	ne2	CONcoo	MORPH=empty	ne
venir	venir	VERinf	MORPH=empty	venir
		PONfbl	MORPH=empty	
la	là	ADVgen	DEGRE=-	la
u	où	PROrel	NOMB.=s|GENRE=n|CAS=i	u
cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=n	cele
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
