token	lemma	POS	morph	treated
Tant	tant	ADVgen	DEGRE=-	Tant
de	de	PRE	MORPH=empty	de
chans	champ	NOMcom	NOMB.=p|GENRE=m|CAS=r	chans
ou	en1+le	PRE.DETdef	NOMB.=s|CAS=r	ou
laz	laz1	NOMcom	NOMB.=s|GENRE=m|CAS=r	laz
que	que2	PROrel	GENRE=m|CAS=r	que
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
pour	por2	PRE	MORPH=empty	pour
chanter	chanter	VERinf	MORPH=empty	chanter
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
estuet	estovoir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	estuet
et	et	CONcoo	MORPH=empty	et
guerpir	guerpir	VERinf	MORPH=empty	guerpir
et	et	CONcoo	MORPH=empty	et
leissier	laissier	VERinf	MORPH=empty	leissier
quant	cant1	CONsub	MORPH=empty	quant
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
ne	ne1	ADVneg	MORPH=empty	ne
puiz	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puiz
en	en2	PRE	MORPH=empty	en
vous	vostre	PROper	PERS.=2|NOMB.=p|GENRE=f|CAS=i	vous
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merci
trouver	trover	VERinf	MORPH=empty	trouver
trop	trop	ADVgen	DEGRE=-	trop
convendra	covenir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	convendra
mes	mais1	DETpos	PERS.=1|NOMB.=p	mes
chancons	chançon	NOMcom	NOMB.=p|GENRE=m	chancons
empirier	empirier	VERinf	MORPH=empty	empirier
pour	por2	PRE	MORPH=empty	pour
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=r	cele
laiz	lait1	NOMcom	NOMB.=s|GENRE=f|CAS=r	laiz
que	que2	CONsub	MORPH=empty	que
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=n	joie
m	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=i	m
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
faillie	falir	VERppe	NOMB.=s|GENRE=f|CAS=n	faillie
quant	cant1	CONsub	MORPH=empty	quant
en	en1	PRE	MORPH=empty	en
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
n	ne1	ADVneg	MORPH=empty	n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
atente	atente	NOMcom	NOMB.=s|GENRE=f|CAS=r	atente
ne	ne2	CONcoo	MORPH=empty	ne
fiance	fïance	NOMcom	NOMB.=s|GENRE=f|CAS=r	fiance
