token	lemma	POS	morph	treated
oustume	ostume	NOMcom	NOMB.=s|GENRE=f|CAS=n	oustume
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
bien	bien1	ADVgen	DEGRE=p	bien
prison	prison	NOMcom	NOMB.=s|GENRE=f|CAS=n	prison
com	come1	CONsub	MORPH=empty	com
ne	ne1	ADVneg	MORPH=empty	ne
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
veut	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	veut
oir	oir	NOMcom	NOMB.=s|GENRE=m|CAS=r	oir
ne	ne2	CONcoo	MORPH=empty	ne
es	estre1	ADVgen	TEMPS=pst|NOMB.=s	es
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
quar	car	CONcoo	MORPH=empty	quar
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=r	nule
rienz	rien	NOMcom	NOMB.=s|GENRE=f|CAS=n	rienz
ne	ne1	ADVneg	MORPH=empty	ne
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
tant	tant	ADVgen	DEGRE=-	tant
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
l	le	DETdef	NOMB.=s|GENRE=n|CAS=n	l
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
		PONfbl	MORPH=empty	
com	come1	CONsub	MORPH=empty	com
granz	grant	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	granz
pooirs	pöoir	NOMcom	NOMB.=s|GENRE=m|CAS=n	pooirs
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
mal	mal1	ADVgen	NOMB.=s|DEGRE=p	mal
en	en2	PROadv	MORPH=empty	en
veut	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	veut
user	user	VERinf	MORPH=empty	user
pour	por2	PRE	MORPH=empty	pour
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
n	ne1	ADVneg	MORPH=empty	n
estuet	estovoir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	estuet
douter	doter2	VERinf	MORPH=empty	douter
quar	car	CONcoo	MORPH=empty	quar
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
vueill	voloir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	vueill
parler	parler	VERinf	MORPH=empty	parler
de	de	PRE	MORPH=empty	de
raencon	räençon	NOMcom	NOMB.=s|GENRE=m|CAS=r	raencon
nestre	naistre	VERinf	MORPH=empty	nestre
ostagiez	ostagier2	VERppe	NOMB.=p|GENRE=m|CAS=r	ostagiez
sen	sans	PRE	MORPH=empty	sen
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bele
guise	guise	NOMcom	NOMB.=s|GENRE=f|CAS=r	guise
non	non	ADVneg	MORPH=empty	non
apres	après	PRE	MORPH=empty	apres
tout	tot	DETind	NOMB.=s|GENRE=n|CAS=r	tout
