token	lemma	POS	morph	treated
ur	or1	NOMcom	GENRE=m|DEGRE=-	ur
dont	dont	ADVgen	CAS=i	dont
suiessme	suire2	VERcjg	PERS.=1|NOMB.=s|GENRE=m|CAS=n	suiessme
semont	semondre	VERcjg	MODE=ind|NOMB.=s	semont
deant	dedenz	ADVgen	MORPH=empty	deant
com	come1	CONsub	MORPH=empty	com
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n	hom
soupris	sorprendre	VERppe	NOMB.=s|GENRE=m|CAS=n	soupris
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
amender	amender	VERinf	MORPH=empty	amender
petut	poit	ADVgen	NOMB.=s	petut
icou	ice1	PROdem	NOMB.=s|GENRE=m|CAS=r	icou
quis	querre	PROrel.PROper	NOMB.=s|GENRE=m|CAS=r	quis
mais	mais1	CONcoo	MORPH=empty	mais
bien	bien1	ADVgen	DEGRE=p	bien
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
puis	pöoir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	puis
vanter	vanter	VERinf	MORPH=empty	vanter
		PONfbl	MORPH=empty	
se	se	CONsub	MORPH=empty	se
li	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
plaist	plaire	NOMcom	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	plaist
i	i2	PROadv	MORPH=empty	i
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
apris	aprendre	VERppe	NOMB.=s|GENRE=m|CAS=r	apris
a	a3	PRE	MORPH=empty	a
loiaument	lëaument	ADVgen	DEGRE=-	loiaument
amera	amer1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	amera
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sunt
mi	mon1	DETpos	NOMB.=p|GENRE=m|CAS=n	mi
penser	penser	VERinf	NOMB.=p	penser
et	et	CONcoo	MORPH=empty	et
seront	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p	seront
a	a3	PRE	MORPH=empty	a
touz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	touz
dis	dis1	VERppe	NOMB.=s|GENRE=m|CAS=r	dis
Tia	tierz	DETpos	TEMPS=psp|NOMB.=s	Tia
nes	ne1+il	NOMcom	PERS.=3|NOMB.=p|GENRE=f|CAS=r	nes
en	en2	PROadv	MORPH=empty	en
quier	querre	VERcjg	MODE=ind|NOMB.=s	quier
oster	oster2	VERinf	MORPH=empty	oster
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
membrance	membrance	NOMcom	NOMB.=s|GENRE=f|CAS=r	membrance
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r	vis
fres	frois1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	fres
et	et	CONcoo	MORPH=empty	et
vermeill	vermeil1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	vermeill
et	et	CONcoo	MORPH=empty	et
cler	cler	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	cler
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
en	en1	PRE	MORPH=empty	en
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
mis	metre2	VERppe	NOMB.=s|GENRE=m|CAS=r	mis
que	que4	CONsub	MORPH=empty	que
ne	ne1	ADVneg	MORPH=empty	ne
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	l
en	en2	PROadv	MORPH=empty	en
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puis
tourner	torner	VERinf	MORPH=empty	tourner
et	et	CONcoo	MORPH=empty	et
se	se	ADVgen	MORPH=empty	se
i	i2	PROadv	MORPH=empty	i
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	ai
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
mauz	mal1	NOMcom	NOMB.=p|GENRE=m|CAS=r	mauz
quisies	quisier	VERppe	NOMB.=p|GENRE=m|CAS=r	quisies
doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	doi
bien	bien1	ADVgen	DEGRE=p	bien
endurer	endurer	VERinf	MORPH=empty	endurer
or	or4	ADVgen	DEGRE=-	or
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
trop	trop	ADVgen	DEGRE=-	trop
mespris	mesprendre	VERppe	NOMB.=s|GENRE=m|CAS=r	mespris
