token	normalised
I	e
ai	ai
maintes	maintes
foiz	foiz
chante	chante
de	de
ioie	joie
et	et
de	de
baudour	baudour
orai	orai
mõ	mon
uers	vers
mue	mue
si	si
sui	sui
en	en
grant	grant
errour	errour
quar	quar
ie	je
uoi	voi
atourne	atourne
mon	mon
afaire	afaire
en	en
tristour	tristour
quele	quele
mare	mare
prou	prou
uece	vece
donc	donc
ie	je
souuent	souvent
plour	plour
Ma	ma
dame	dame
maramprosne	maramprosne
et	et
m	m
a	a
dit	dit
que	que
ie	je
suiutour	suiutour
que	que
trop	trop
ai	ai
le	le
chief	chief
melle	melle
de	de
chainnes	chainnes
n	n
ai	ai
droit	droit
en	en
amour	amour
maiz	maiz
se	se
i	i
ai	ai
de	de
m	m
ont	ont
ans	ans
u	u
seel	seel
n	n
a	a
pas	pas
estea	estea
seiourainz	sefovrainz
a	a
bien	bien
son	son
uis	vis
guarde	guarde
c	c
est	est
uoirs	voirs
ele	ele
est	est
de	de
bel	bel
atour	atour
S	s
est	est
pluz	pluz
blanche	blanche
que	que
flours	flours
a	a
uermeille	vermeille
coulour	coulour
	
sael	sael
eueu	eveu
maint	maint
iour	jour
Ne	ne
me	me
deuroit	devroit
gaber	gaber
mie	mie
dame	dame
de	de
si	si
grant	grant
ualour	valour
ne	ne
doit	doit
dire	dire
uilenie	vilenie
quar	quar
qui	qui
met	met
gent	gent
en	en
irour	irour
	
il	il
puet	puet
bien	bien
oir	oir
folie	folie
Ele	ele
auoit	avoit
tort	tort
desueillier	desveillier
le	le
chiẽ	chieme
qui	qui
dort	dort
en	en
mon	mon
descort	descort
me	me
plaig	plaig
mout	mout
de	de
son	son
acort	acort
maiz	maiz
i	i
ai	ai
confort	confort
	
qu	qu
ades	ades
aproche	aproche
a	a
la	la
mort	mort
arruiez	arruiez
sui	sui
a	a
mal	mal
port	port
quant	quant
cele	cele
seur	seur
moi	moi
paroleu	paroleu
cuidoie	cuidoie
auoir	avoir
confort	confort
Or	Or
uoi	voi
qu	qu
ele	ele
me	me
limpolegiai	limpolegias
mais	mais
mout	mout
poudat	poudat
entesil	entesil
enamaienion	enamaienion
uente	vente
encore	encore
est	est
et	et
bele	bele
et	et
gẽte	gente
Or	Or
me	me
dure	dure
ki	kr
mafole	mafole
bien	bien
ma	ma
tenu	tenu
an	an
confort	confort
Trop	Trop
a	a
seurmonae	seurmonae
apertement	apertement
par	par
len	len
a	a
pas	pas
fai	fai
t	t
que	que
courtoise	courtoise
pour	pour
ce	ce
qu	qu
en	en
sa	sa
biaute	biaute
a	a
si	si
lonc	lonc
tanz	tanz
dure	dure
maiz	maiz
touz	touz
iours	jours
sẽ	sen
uaitoi	vaitoi
se	se
donc	donc
n	n
a	a
ele	ele
pesece	pesece
ꝯ	com
a	a
tãt	tant
porte	porte
tost	tost
chiet	chiet
qu	qu
a	a
de	de
sa	sa
poise	poise
Quant	quant
uoi<UNK>	voimmnur
sa	sa
bele	bele
samblanche	samblanche
et	et
son	son
uis	vis
cler	cler
adonc	adonc
n	n
apas	apas
esperance	esperance
definer	definer
ainz	ainz
cuide	cuide
bien	bien
ceste	ceste
enfance	enfance
a	a
desmener	desmener
mais	mais
rois	rois
ne	ne
porroit	porroit
enf	enf
rance	rance
ensi	ensi
durer	durer
Oi	Oii
auez	avez
en	en
ciel	ciel
guise	guise
ma	ma
refuse	refuse
mon	mon
seruise	seruise
uieillime	vielllime
qu	qu
ele	ele
deuise	devise
	
n	n
iert	iert
iamaiz	Kamaiz
ius	jus
de	de
li	li
mise	mise
sachiez	sachiez
qͥ	qui
autrui	autrui
desprise	desprise
	
en	en
point	point
est	est
ueniance	venfance
prise	prise
Ochoison	Ochoison
a	a
qui	qui
son	son
chat	chat
bat	bat
ades	ades
ma	ma
tenumaigre	tenumaigre
et	et
plat	plat
enfin	enfin
m	m
a	a
dit	dit
eschec	eschec
et	et
mat	mat
Cuidoit	cuidoit
ele	ele
ie	je
fuisseours	fuisseours
ꝯbat	combat
et	et
l	l
ai	ai
dit	dit
touz	touz
iours	jours
si	si
m	m
amene	amene
a	a
rebours	rebours
or	or
ma	ma
fourg	fourg
forsingie	forsingie
d	d
amours	amours
Cest	Cest
iugement	jugement
ma	ma
trop	trop
haste	haste
et	et
a	a
grant	grant
tort	tort
congie	congie
doune	doune
n	n
a	a
oeure	oevre
ne	ne
m	m
a	a
espro	espro
uuemout	vuemout
li	li
uient	vient
de	de
grant	grant
auerte	averte
quant	quant
de	de
ce	ce
dont	dont
a	a
tel	tel
plente	plente
	
me	me
fait	fait
auoir	avoir
si	si
grant	grant
chierte	chierte
si	si
doit	doit
on	on
bien	bien
faire	faire
bonte	bonte
	
e	e
ce	ce
ꝯne	conne
uoit	voit
iause	jause
Ma	ma
dame	dame
a	a
mal	mal
conseill	conseill
pris	pris
	
quant	quant
de	de
lui	lui
sui	sui
si	si
laidiz	laidiz
si	si
mẽa	mema
en	en
tel	tel
point	point
mis	mis
	
s	s
il	il
se	se
chiet	chiet
g	g
iere	iere
escondiz	escondiz
et	et
ie	je
sui	sui
si	si
dire	dire
espris	espris
pour	pour
quai	quai
ie	je
crie	crie
son	son
prisie	prisie
cuit	cuit
qu	qu
ele	ele
fera	fera
son	son
pis	pis
	
s	s
ele	ele
m	m
a	a
en	en
sus	sus
de	de
lui	lui
mis	mis
